siteID,seas,yr,Criteria1,Criteria2,Criteria3,Ca,Mg,K,Na,NH4,NO3,Cl,SO4,Br,pH,Conduc,svol,ppt,fullChemLab,daysSample,startDate,lastDate
AZ99,Annual,1984,79,100,71,0.256,0.040,0.030,0.109,0.206,0.929,0.179,2.006,-9,4.531,17.642,18783.301,39.019,19,370,"1983-12-29 00:00","1985-01-02 00:00"
AZ99,Annual,1985,85,100,81,0.151,0.028,0.016,0.072,0.142,0.749,0.121,1.663,-9,4.600,15.058,19262.396,35.623,22,370,"1985-01-02 00:00","1986-01-07 00:00"
AZ99,Annual,1986,91,100,80,0.133,0.025,0.017,0.085,0.125,0.672,0.119,1.554,-9,4.693,12.966,17585.600,34.784,24,357,"1986-01-07 00:00","1986-12-30 00:00"
AZ99,Annual,1987,98,100,99,0.227,0.031,0.023,0.130,0.150,0.838,0.174,1.590,-9,4.731,12.899,14785.299,22.547,32,364,"1986-12-30 00:00","1987-12-29 00:00"
AZ99,Annual,1988,96,100,98,0.122,0.017,0.008,0.075,0.097,0.730,0.116,1.248,-9,4.737,11.120,16443.000,24.050,22,371,"1987-12-29 00:00","1989-01-03 00:00"
AZ99,Annual,1989,96,100,94,0.304,0.032,0.028,0.146,0.210,0.869,0.156,1.104,-9,5.520,7.877,7926.601,12.384,16,364,"1989-01-03 00:00","1990-01-02 00:00"
AZ99,Annual,1990,98,100,98,0.177,0.021,0.024,0.089,0.257,0.909,0.151,0.992,-9,5.038,9.057,19004.000,30.177,30,365,"1990-01-02 00:00","1991-01-02 00:00"
AZ99,Annual,1991,96,100,98,0.116,0.015,0.010,0.077,0.143,0.695,0.107,0.849,-9,4.972,8.046,19239.700,28.895,26,363,"1991-01-02 00:00","1991-12-31 00:00"
AZ99,Annual,1992,88,100,72,0.163,0.018,0.024,0.091,0.188,0.761,0.115,1.041,-9,5.066,8.449,16491.000,43.766,27,364,"1991-12-31 00:00","1992-12-29 00:00"
AZ99,Annual,1993,83,96,58,0.254,0.037,0.026,0.115,0.165,0.614,0.162,0.977,-9,5.120,8.362,12347.500,31.272,16,371,"1992-12-29 00:00","1994-01-04 00:00"
AZ99,Annual,1994,94,100,99,0.167,0.019,0.019,0.085,0.207,0.871,0.126,0.880,-9,4.899,9.540,21516.700,32.809,27,364,"1994-01-04 00:00","1995-01-03 00:00"
AZ99,Annual,1995,75,100,81,0.333,0.022,0.026,0.080,0.177,0.695,0.114,0.751,-9,4.985,9.004,10348.700,19.053,17,364,"1995-01-03 00:00","1996-01-02 00:00"
AZ99,Annual,1996,96,100,99,0.186,0.023,0.029,0.115,0.152,0.766,0.183,0.806,-9,4.912,9.390,15782.100,24.807,18,364,"1996-01-02 00:00","1996-12-31 00:00"
AZ99,Annual,1997,90,100,95,0.231,0.024,0.028,0.097,0.241,0.983,0.155,1.268,-9,4.830,11.546,17381.900,27.534,23,364,"1996-12-31 00:00","1997-12-30 00:00"
AZ99,Annual,1998,94,100,97,0.206,0.023,0.026,0.092,0.209,0.907,0.151,1.081,-9,4.878,10.377,16971.799,25.768,27,364,"1997-12-30 00:00","1998-12-29 00:00"
AZ99,Annual,1999,100,100,100,0.238,0.018,0.021,0.045,0.295,1.381,0.090,0.952,-9,4.866,11.403,11901.500,17.594,17,364,"1998-12-29 00:00","1999-12-28 00:00"
AZ99,Annual,2000,92,100,98,0.168,0.015,0.022,0.057,0.139,0.762,0.097,0.539,-9,5.062,7.173,12472.200,18.817,17,371,"1999-12-28 00:00","2001-01-02 00:00"
AZ99,Annual,2001,96,100,81,0.198,0.018,0.031,0.076,0.290,1.160,0.139,0.928,-9,4.932,10.632,8985.100,16.093,25,364,"2001-01-02 00:00","2002-01-01 00:00"
AZ99,Annual,2002,98,100,99,0.214,0.023,0.030,0.104,0.401,1.260,0.179,0.881,-9,5.229,9.451,10291.200,15.690,18,364,"2002-01-01 00:00","2002-12-31 00:00"
AZ99,Annual,2003,92,100,64,0.262,0.021,0.047,0.092,0.429,1.296,0.177,0.961,-9,5.200,9.566,6423.300,14.975,17,364,"2002-12-31 00:00","2003-12-30 00:00"
AZ99,Annual,2004,88,100,92,0.156,0.017,0.058,0.072,0.313,1.014,0.155,0.701,-9,5.142,8.206,13468.000,21.993,19,364,"2003-12-30 00:00","2004-12-28 00:00"
AZ99,Annual,2005,100,100,100,0.156,0.016,0.014,0.047,0.242,0.848,0.084,0.693,-9,5.070,7.783,14322.500,21.863,21,371,"2004-12-28 00:00","2006-01-03 00:00"
AZ99,Annual,2006,96,100,43,0.246,0.021,0.024,0.076,0.316,1.259,0.143,0.778,-9,5.022,9.628,8868.600,30.670,18,364,"2006-01-03 00:00","2007-01-02 00:00"
AZ99,Annual,2007,100,100,100,0.222,0.023,0.020,0.069,0.299,0.893,0.118,0.674,-9,5.236,7.176,24425.700,36.463,25,364,"2007-01-02 00:00","2008-01-01 00:00"
AZ99,Annual,2008,92,100,95,0.198,0.019,0.018,0.065,0.242,0.927,0.114,0.680,-9,5.129,7.585,17121.600,26.499,24,364,"2008-01-01 00:00","2008-12-30 00:00"
AZ99,Annual,2009,85,100,65,0.457,0.038,0.043,0.090,0.335,1.073,0.160,0.815,-9,5.054,10.526,3320.800,7.582,13,364,"2008-12-30 00:00","2009-12-29 00:00"
AZ99,Annual,2010,81,100,74,0.150,0.015,0.019,0.053,0.258,0.842,0.100,0.470,-9,5.316,5.905,13448.100,26.340,18,364,"2009-12-29 00:00","2010-12-28 00:00"
AZ99,Annual,2011,88,100,75,0.294,0.026,0.026,0.077,0.410,1.227,0.132,0.864,-9,5.268,8.643,5928.200,11.479,17,371,"2010-12-28 00:00","2012-01-03 00:00"
AZ99,Annual,2012,100,100,100,0.210,0.020,0.027,0.070,0.312,0.801,0.121,0.634,-9,5.271,6.808,11107.100,16.726,20,364,"2012-01-03 00:00","2013-01-01 00:00"
AZ99,Annual,2013,92,100,92,0.382,0.033,0.027,0.111,0.352,0.953,0.171,0.755,-9,5.541,7.622,9738.200,15.907,19,364,"2013-01-01 00:00","2013-12-31 00:00"
AZ99,Annual,2014,95,100,93,0.193,0.017,0.018,0.042,0.403,0.991,0.082,0.694,-9,5.385,6.948,13342.600,22.174,20,365,"2013-12-31 00:00","2014-12-31 00:00"
AZ99,Annual,2015,96,100,94,0.225,0.026,0.030,0.107,0.370,0.902,0.179,0.657,-9,5.465,6.986,20982.400,35.890,29,363,"2014-12-31 00:00","2015-12-29 00:00"
AZ99,Annual,2016,92,100,73,0.241,0.023,0.021,0.069,0.329,0.878,0.132,0.570,-9,5.357,6.806,11741.100,24.282,20,371,"2015-12-29 00:00","2017-01-03 00:00"
AZ99,Annual,2017,56,68,67,0.353,0.035,0.037,0.184,0.550,1.469,0.279,0.958,-9,5.211,10.930,5164.600,13.919,11,360,"2017-01-03 00:00","2017-12-19 00:00"
AZ99,Annual,2018,44,60,62,0.307,0.037,0.030,0.159,0.494,1.206,0.272,0.491,-9,5.630,7.746,8325.000,22.657,12,376,"2017-12-19 00:00","2018-12-28 00:00"
BC22,Annual,2012,27,27,96,0.043,0.048,0.020,0.514,0.025,0.093,0.789,1.226,-9,4.492,19.853,53007.000,86.198,14,365,"2012-09-19 00:00","2013-01-02 00:00"
BC22,Annual,2013,89,100,94,0.043,0.014,0.013,0.274,0.037,0.104,0.218,1.021,-9,4.360,23.643,123114.700,220.320,40,363,"2013-01-02 00:00","2013-12-31 00:00"
BC22,Annual,2014,87,100,93,0.038,0.023,0.013,0.257,0.035,0.095,0.349,0.828,-9,4.589,14.935,153729.600,261.849,40,364,"2013-12-31 00:00","2014-12-30 00:00"
BC22,Annual,2015,88,100,97,0.034,0.026,0.013,0.267,0.024,0.088,0.396,0.805,-9,4.600,13.571,158170.500,280.441,43,364,"2014-12-30 00:00","2015-12-29 00:00"
BC22,Annual,2016,81,98,91,0.033,0.020,0.010,0.230,0.089,0.095,0.315,1.510,-9,4.435,18.961,110089.400,220.813,39,371,"2015-12-29 00:00","2017-01-03 00:00"
BC22,Annual,2017,88,98,97,0.038,0.014,0.009,0.193,0.020,0.097,0.204,1.466,-9,4.422,18.936,147798.900,234.001,37,364,"2017-01-03 00:00","2018-01-02 00:00"
BC22,Annual,2018,84,98,97,0.040,0.035,0.017,0.348,0.024,0.103,0.525,1.281,-9,4.375,19.156,106616.600,175.212,37,363,"2018-01-02 00:00","2018-12-31 00:00"
BC23,Annual,2013,53,79,84,0.021,0.005,0.009,0.024,0.011,0.093,0.040,0.222,-9,5.142,3.744,48624.100,86.258,24,364,"2013-03-20 00:00","2013-12-31 00:00"
BC23,Annual,2014,77,100,87,0.016,0.007,0.005,0.054,0.012,0.092,0.102,0.140,-9,5.257,3.152,86652.900,154.991,35,364,"2013-12-31 00:00","2014-12-30 00:00"
BC23,Annual,2015,81,100,94,0.017,0.007,0.006,0.052,0.013,0.084,0.098,0.130,-9,5.293,2.920,99728.800,156.159,40,364,"2014-12-30 00:00","2015-12-29 00:00"
BC23,Annual,2016,74,100,90,0.013,0.007,0.006,0.057,0.087,0.080,0.107,0.244,-9,5.121,4.103,70299.100,146.990,36,371,"2015-12-29 00:00","2017-01-03 00:00"
BC23,Annual,2017,83,100,96,0.015,0.005,0.005,0.037,0.013,0.088,0.072,0.260,-9,5.065,4.123,89789.900,147.345,36,364,"2017-01-03 00:00","2018-01-02 00:00"
BC23,Annual,2018,72,100,80,0.021,0.006,0.007,0.046,0.017,0.106,0.088,0.292,-9,5.036,4.308,56814.100,107.112,31,363,"2018-01-02 00:00","2018-12-31 00:00"
BC24,Annual,2014,80,96,78,0.026,0.034,0.014,0.291,0.016,0.116,0.527,0.222,-9,5.239,4.910,121715.600,245.193,39,364,"2014-01-15 00:00","2014-12-30 00:00"
BC24,Annual,2015,81,100,74,0.027,0.047,0.019,0.398,0.014,0.108,0.725,0.221,-9,5.259,5.595,141690.800,288.112,40,364,"2014-12-30 00:00","2015-12-29 00:00"
BC24,Annual,2016,88,100,89,0.030,0.052,0.020,0.445,0.090,0.106,0.818,0.213,-9,5.289,5.814,128792.900,246.329,44,371,"2015-12-29 00:00","2017-01-03 00:00"
BC24,Annual,2017,94,100,93,0.025,0.041,0.015,0.345,0.016,0.102,0.636,0.191,-9,5.225,5.136,175809.800,285.979,43,364,"2017-01-03 00:00","2018-01-02 00:00"
BC24,Annual,2018,82,100,83,0.035,0.044,0.017,0.372,0.015,0.104,0.694,0.196,-9,5.234,5.272,128266.300,233.553,40,365,"2018-01-02 00:00","2019-01-02 00:00"
CA28,Annual,2007,61,69,22,0.095,0.017,0.026,0.099,0.333,0.828,0.159,0.404,-9,5.714,5.958,6191.200,44.392,9,365,"2007-04-24 00:00","2008-01-02 00:00"
CA28,Annual,2008,79,100,12,0.106,0.019,0.050,0.107,0.529,0.918,0.142,0.508,-9,5.723,6.648,10446.200,148.040,9,363,"2008-01-02 00:00","2008-12-30 00:00"
CA28,Annual,2009,77,100,45,0.053,0.008,0.019,0.043,0.176,0.300,0.040,0.213,-9,5.679,3.103,20336.600,143.154,17,364,"2008-12-30 00:00","2009-12-29 00:00"
CA28,Annual,2010,83,100,76,0.052,0.009,0.015,0.059,0.188,0.290,0.098,0.191,-9,5.622,3.405,69193.500,181.767,26,364,"2009-12-29 00:00","2010-12-28 00:00"
CA28,Annual,2011,86,98,68,0.040,0.009,0.015,0.047,0.190,0.299,0.073,0.194,-9,5.577,3.322,33856.300,102.444,18,371,"2010-12-28 00:00","2012-01-03 00:00"
CA28,Annual,2012,86,98,87,0.066,0.014,0.029,0.052,0.139,0.257,0.085,0.205,-9,5.622,3.155,46211.500,110.661,18,365,"2012-01-03 00:00","2013-01-02 00:00"
CA28,Annual,2013,91,100,85,0.073,0.012,0.022,0.045,0.310,0.493,0.069,0.218,-9,5.723,4.217,14620.700,36.297,20,364,"2013-01-02 00:00","2014-01-01 00:00"
CA28,Annual,2014,88,100,83,0.064,0.010,0.015,0.053,0.241,0.338,0.086,0.213,-9,5.631,3.748,34981.700,79.477,21,363,"2014-01-01 00:00","2014-12-30 00:00"
CA28,Annual,2015,92,100,79,0.068,0.013,0.020,0.077,0.409,0.526,0.100,0.313,-9,5.637,5.187,29774.700,72.542,24,364,"2014-12-30 00:00","2015-12-29 00:00"
CA28,Annual,2016,94,100,80,0.040,0.007,0.015,0.031,0.166,0.166,0.052,0.140,-9,5.493,3.259,60953.900,128.219,23,371,"2015-12-29 00:00","2017-01-03 00:00"
CA28,Annual,2017,90,92,87,0.025,0.006,0.010,0.032,0.125,0.170,0.059,0.114,-9,5.402,3.042,70314.200,151.304,22,364,"2017-01-03 00:00","2018-01-02 00:00"
CA28,Annual,2018,96,98,99,0.038,0.009,0.025,0.048,0.176,0.239,0.084,0.119,-9,5.466,3.313,50804.700,87.985,21,363,"2018-01-02 00:00","2018-12-31 00:00"
CA34,Annual,1980,63,70,36,1.418,0.146,0.211,1.683,0.920,4.459,0.872,4.273,-9,5.574,29.530,356.400,5.564,7,259,"1980-04-15 00:00","1980-12-30 00:00"
CA34,Annual,1981,90,98,79,0.519,0.100,0.033,0.515,0.113,0.735,0.184,0.980,-9,5.782,11.526,4830.000,11.291,12,364,"1980-12-30 00:00","1981-12-29 00:00"
CA34,Annual,1982,43,45,95,0.296,0.035,0.035,0.105,0.199,0.462,0.087,0.674,-9,5.606,5.850,7056.400,10.630,9,175,"1981-12-29 00:00","1982-06-22 00:00"
CA42,Annual,1982,91,96,81,0.093,0.050,0.041,0.293,0.246,1.192,0.549,0.979,-9,4.822,12.871,48300.199,95.643,29,357,"1982-01-12 00:00","1983-01-04 00:00"
CA42,Annual,1983,96,100,99,0.065,0.044,0.020,0.287,0.168,0.824,0.524,0.559,-9,5.025,8.769,60281.496,131.212,27,364,"1983-01-04 00:00","1984-01-03 00:00"
CA42,Annual,1984,94,100,99,0.124,0.041,0.027,0.218,0.266,1.151,0.352,0.724,-9,5.030,9.140,24712.400,48.083,19,365,"1984-01-03 00:00","1985-01-02 00:00"
CA42,Annual,1985,98,100,98,0.107,0.059,0.029,0.327,0.143,1.232,0.584,0.759,-9,4.834,12.008,24491.998,39.496,21,363,"1985-01-02 00:00","1985-12-31 00:00"
CA42,Annual,1986,98,100,95,0.070,0.048,0.034,0.324,0.062,0.632,0.568,0.461,-9,5.089,7.740,39305.504,63.817,16,364,"1985-12-31 00:00","1986-12-30 00:00"
CA42,Annual,1987,87,100,95,0.070,0.027,0.013,0.176,0.231,0.960,0.303,0.485,-9,5.076,7.576,29741.600,49.125,22,364,"1986-12-30 00:00","1987-12-29 00:00"
CA42,Annual,1988,98,100,89,0.066,0.039,0.019,0.300,0.191,0.983,0.511,0.642,-9,4.933,9.404,32407.695,66.908,17,371,"1987-12-29 00:00","1989-01-03 00:00"
CA42,Annual,1989,96,100,80,0.098,0.032,0.036,0.203,0.189,1.096,0.314,0.640,-9,5.010,9.000,14834.002,29.489,12,364,"1989-01-03 00:00","1990-01-02 00:00"
CA42,Annual,1990,90,100,64,0.132,0.061,0.022,0.412,0.398,1.891,0.713,0.851,-9,5.007,13.181,12633.800,33.617,19,364,"1990-01-02 00:00","1991-01-01 00:00"
CA42,Annual,1991,92,100,99,0.044,0.041,0.014,0.335,0.161,0.716,0.587,0.458,-9,5.194,7.064,38138.000,73.292,15,364,"1991-01-01 00:00","1991-12-31 00:00"
CA42,Annual,1992,92,100,86,0.074,0.036,0.017,0.253,0.190,0.721,0.446,0.410,-9,5.385,6.239,46334.000,103.518,16,364,"1991-12-31 00:00","1992-12-29 00:00"
CA42,Annual,1993,100,100,100,0.302,0.049,0.033,0.335,0.090,0.395,0.609,0.364,-9,5.320,7.076,14891.100,116.801,19,371,"1992-12-29 00:00","1994-01-04 00:00"
CA42,Annual,1994,88,100,88,0.062,0.062,0.024,0.493,0.299,1.297,0.837,0.600,-9,4.922,11.898,25985.900,46.532,19,364,"1994-01-04 00:00","1995-01-03 00:00"
CA42,Annual,1995,92,100,99,0.021,0.017,0.010,0.160,0.132,0.494,0.285,0.262,-9,5.206,5.137,42526.500,107.443,19,364,"1995-01-03 00:00","1996-01-02 00:00"
CA42,Annual,1996,98,100,84,0.030,0.025,0.014,0.234,0.113,0.484,0.384,0.271,-9,5.161,5.827,52742.400,97.020,16,364,"1996-01-02 00:00","1996-12-31 00:00"
CA42,Annual,1997,96,100,98,0.046,0.041,0.017,0.377,0.190,0.886,0.604,0.420,-9,5.072,8.565,31766.800,48.183,16,364,"1996-12-31 00:00","1997-12-30 00:00"
CA42,Annual,1998,94,100,94,0.061,0.046,0.018,0.371,0.200,0.915,0.643,0.432,-9,5.059,8.899,68487.694,110.672,25,364,"1997-12-30 00:00","1998-12-29 00:00"
CA42,Annual,1999,92,100,88,0.093,0.040,0.026,0.274,0.347,1.333,0.457,0.568,-9,5.072,9.726,16535.100,29.187,14,364,"1998-12-29 00:00","1999-12-28 00:00"
CA42,Annual,2000,96,100,100,0.037,0.023,0.010,0.201,0.238,0.802,0.330,0.362,-9,5.200,6.870,33804.600,58.360,17,372,"1999-12-28 00:00","2001-01-03 00:00"
CA42,Annual,2001,92,100,94,0.069,0.034,0.033,0.261,0.172,0.705,0.447,0.389,-9,5.231,6.978,39946.200,64.869,17,363,"2001-01-03 00:00","2002-01-01 00:00"
CA42,Annual,2002,88,94,86,0.047,0.019,0.008,0.177,0.228,0.619,0.306,0.288,-9,5.381,5.921,19813.100,35.587,13,364,"2002-01-01 00:00","2002-12-31 00:00"
CA42,Annual,2003,91,100,85,0.045,0.022,0.010,0.187,0.194,0.728,0.327,0.298,-9,5.211,6.321,30003.500,55.022,14,364,"2002-12-31 00:00","2003-12-30 00:00"
CA42,Annual,2004,88,98,76,0.045,0.019,0.010,0.171,0.138,0.583,0.282,0.329,-9,5.215,5.771,33360.100,66.189,15,364,"2003-12-30 00:00","2004-12-28 00:00"
CA42,Annual,2005,76,98,82,0.041,0.028,0.016,0.267,0.151,0.387,0.475,0.293,-9,5.449,5.288,26286.800,92.877,14,371,"2004-12-28 00:00","2006-01-03 00:00"
CA42,Annual,2006,90,98,90,0.083,0.037,0.043,0.281,0.283,0.815,0.487,0.462,-9,5.198,8.083,35523.900,62.924,19,365,"2006-01-03 00:00","2007-01-03 00:00"
CA42,Annual,2007,90,98,84,0.090,0.062,0.040,0.491,0.255,1.012,0.827,0.523,-9,5.095,9.705,14036.900,26.907,14,364,"2007-01-03 00:00","2008-01-02 00:00"
CA42,Annual,2008,92,100,98,0.063,0.043,0.019,0.389,0.156,0.466,0.687,0.296,-9,5.441,6.147,47822.100,82.866,14,363,"2008-01-02 00:00","2008-12-30 00:00"
CA42,Annual,2009,87,100,55,0.068,0.033,0.049,0.281,0.204,0.849,0.463,0.372,-9,5.122,7.627,17541.500,48.500,12,364,"2008-12-30 00:00","2009-12-29 00:00"
CA42,Annual,2010,94,98,100,0.059,0.057,0.027,0.499,0.144,0.457,0.886,0.318,-9,5.361,7.196,48942.100,77.201,21,364,"2009-12-29 00:00","2010-12-28 00:00"
CA42,Annual,2011,96,100,99,0.137,0.045,0.021,0.287,0.177,0.615,0.478,0.486,-9,5.350,6.498,34100.900,52.810,19,372,"2010-12-28 00:00","2012-01-04 00:00"
CA42,Annual,2012,100,100,100,0.062,0.047,0.030,0.342,0.238,0.802,0.618,0.361,-9,5.270,7.283,30841.100,48.159,18,364,"2012-01-04 00:00","2013-01-02 00:00"
CA42,Annual,2013,91,100,86,0.095,0.090,0.034,0.704,0.352,1.179,1.216,0.572,-9,5.290,10.975,12642.100,23.330,12,363,"2013-01-02 00:00","2013-12-31 00:00"
CA42,Annual,2014,98,100,99,0.066,0.050,0.027,0.388,0.197,0.652,0.667,0.310,-9,5.317,6.993,27081.000,42.228,12,364,"2013-12-31 00:00","2014-12-30 00:00"
CA42,Annual,2015,96,100,87,0.111,0.068,0.031,0.532,0.421,1.155,0.938,0.495,-9,5.422,9.599,16753.900,28.372,22,364,"2014-12-30 00:00","2015-12-29 00:00"
CA42,Annual,2016,88,100,90,0.035,0.025,0.012,0.201,0.153,0.432,0.358,0.192,-9,5.330,4.876,35118.600,57.404,18,371,"2015-12-29 00:00","2017-01-03 00:00"
CA42,Annual,2017,84,96,68,0.098,0.069,0.044,0.514,0.177,0.463,0.927,0.268,-9,5.440,7.233,23299.200,54.342,13,364,"2017-01-03 00:00","2018-01-02 00:00"
CA42,Annual,2018,87,100,65,0.055,0.030,0.017,0.230,0.127,0.407,0.412,0.176,-9,5.424,4.606,20082.500,45.779,12,365,"2018-01-02 00:00","2019-01-02 00:00"
CA45,Annual,1979,25,25,100,0.022,0.026,0.011,0.337,0.027,0.371,0.345,0.419,-9,5.302,5.055,30904.100,49.813,9,91,"1979-10-03 00:00","1980-01-02 00:00"
CA45,Annual,1980,98,100,99,0.057,0.060,0.024,0.684,0.044,0.214,0.862,0.492,-9,5.541,6.795,52718.105,82.094,28,363,"1980-01-02 00:00","1980-12-30 00:00"
CA45,Annual,1981,96,100,96,0.045,0.049,0.023,0.315,0.070,0.281,0.581,0.310,-9,5.382,6.448,60904.797,110.794,27,364,"1980-12-30 00:00","1981-12-29 00:00"
CA45,Annual,1982,98,100,99,0.041,0.051,0.020,0.422,0.059,0.243,0.731,0.331,-9,5.389,6.341,77524.297,118.225,27,371,"1981-12-29 00:00","1983-01-04 00:00"
CA45,Annual,1983,100,100,100,0.042,0.055,0.024,0.393,0.049,0.259,0.729,0.324,-9,5.455,5.775,117089.109,182.752,34,364,"1983-01-04 00:00","1984-01-03 00:00"
CA45,Annual,1984,94,100,97,0.055,0.052,0.024,0.361,0.056,0.298,0.624,0.426,-9,5.381,5.433,44595.496,69.253,29,365,"1984-01-03 00:00","1985-01-02 00:00"
CA45,Annual,1985,100,100,100,0.037,0.042,0.023,0.302,0.022,0.088,0.559,0.242,-9,5.447,5.019,30536.598,51.192,21,362,"1985-01-02 00:00","1985-12-30 00:00"
CA45,Annual,1986,100,100,100,0.042,0.074,0.032,0.589,0.029,0.206,1.043,0.293,-9,5.399,6.727,41236.699,93.230,28,365,"1985-12-30 00:00","1986-12-30 00:00"
CA45,Annual,1987,98,100,98,0.039,0.040,0.030,0.295,0.072,0.422,0.533,0.259,-9,5.364,5.156,51937.500,80.631,24,364,"1986-12-30 00:00","1987-12-29 00:00"
CA45,Annual,1988,100,100,100,0.031,0.039,0.016,0.327,0.047,0.286,0.585,0.282,-9,5.362,5.258,34956.301,52.872,24,371,"1987-12-29 00:00","1989-01-03 00:00"
CA45,Annual,1989,98,100,100,0.030,0.028,0.016,0.164,0.073,0.253,0.274,0.253,-9,5.513,3.826,39751.801,62.211,24,364,"1989-01-03 00:00","1990-01-02 00:00"
CA45,Annual,1990,94,100,97,0.020,0.021,0.014,0.164,0.104,0.266,0.301,0.204,-9,5.542,3.792,29925.300,46.982,24,365,"1990-01-02 00:00","1991-01-02 00:00"
CA45,Annual,1991,98,100,100,0.023,0.040,0.015,0.334,0.058,0.272,0.600,0.267,-9,5.442,4.998,44517.900,67.334,24,362,"1991-01-02 00:00","1991-12-30 00:00"
CA45,Annual,1992,98,100,98,0.026,0.048,0.021,0.363,0.051,0.206,0.641,0.216,-9,5.499,4.807,55096.200,84.746,28,365,"1991-12-30 00:00","1992-12-29 00:00"
CA45,Annual,1993,98,100,100,0.029,0.035,0.013,0.287,0.055,0.227,0.494,0.227,-9,5.546,4.180,63545.800,94.411,30,371,"1992-12-29 00:00","1994-01-04 00:00"
CA45,Annual,1994,96,100,98,0.018,0.021,0.011,0.186,0.074,0.304,0.324,0.168,-9,5.282,4.401,41974.900,64.794,25,364,"1994-01-04 00:00","1995-01-03 00:00"
CA45,Annual,1995,98,100,97,0.025,0.039,0.015,0.353,0.045,0.193,0.720,0.169,-9,5.371,5.076,85117.300,155.688,24,364,"1995-01-03 00:00","1996-01-02 00:00"
CA45,Annual,1996,100,100,100,0.025,0.041,0.018,0.376,0.036,0.193,0.655,0.194,-9,5.393,5.121,73824.600,113.399,26,363,"1996-01-02 00:00","1996-12-30 00:00"
CA45,Annual,1997,98,100,95,0.014,0.022,0.014,0.191,0.033,0.201,0.331,0.147,-9,5.352,3.887,54113.200,87.556,24,365,"1996-12-30 00:00","1997-12-30 00:00"
CA45,Annual,1998,95,98,100,0.031,0.046,0.018,0.389,0.029,0.190,0.694,0.205,-9,5.346,5.371,88203.895,133.644,29,364,"1997-12-30 00:00","1998-12-29 00:00"
CA45,Annual,1999,96,100,99,0.041,0.035,0.015,0.301,0.038,0.201,0.538,0.183,-9,5.384,4.593,48857.100,75.324,22,364,"1998-12-29 00:00","1999-12-28 00:00"
CA45,Annual,2000,92,100,76,0.032,0.037,0.017,0.348,0.050,0.208,0.596,0.224,-9,5.374,5.107,38992.000,79.172,23,371,"1999-12-28 00:00","2001-01-02 00:00"
CA45,Annual,2001,98,100,94,0.030,0.040,0.018,0.390,0.037,0.199,0.691,0.204,-9,5.344,5.596,61174.600,99.169,21,365,"2001-01-02 00:00","2002-01-02 00:00"
CA45,Annual,2002,94,100,59,0.036,0.057,0.024,0.490,0.037,0.196,0.895,0.236,-9,5.345,6.516,29498.300,77.272,18,362,"2002-01-02 00:00","2002-12-30 00:00"
CA45,Annual,2003,98,100,100,0.034,0.031,0.016,0.289,0.054,0.245,0.526,0.208,-9,5.321,5.209,60469.300,92.558,25,365,"2002-12-30 00:00","2003-12-30 00:00"
CA45,Annual,2004,96,100,89,0.021,0.015,0.013,0.158,0.038,0.177,0.283,0.163,-9,5.340,3.890,46155.200,78.067,21,364,"2003-12-30 00:00","2004-12-28 00:00"
CA45,Annual,2005,94,100,97,0.035,0.043,0.020,0.406,0.032,0.193,0.741,0.233,-9,5.353,5.868,80787.900,126.822,23,371,"2004-12-28 00:00","2006-01-03 00:00"
CA45,Annual,2006,100,100,100,0.050,0.039,0.019,0.347,0.044,0.205,0.622,0.255,-9,5.368,5.529,62506.900,93.033,23,364,"2006-01-03 00:00","2007-01-02 00:00"
CA45,Annual,2007,100,100,100,0.028,0.019,0.013,0.184,0.042,0.167,0.330,0.154,-9,5.375,3.775,36195.500,54.356,22,365,"2007-01-02 00:00","2008-01-02 00:00"
CA45,Annual,2008,94,100,65,0.026,0.025,0.015,0.263,0.044,0.138,0.474,0.162,-9,5.401,4.230,27772.000,63.859,15,363,"2008-01-02 00:00","2008-12-30 00:00"
CA45,Annual,2009,98,100,100,0.040,0.046,0.022,0.424,0.036,0.171,0.756,0.223,-9,5.358,5.505,39824.800,59.893,20,364,"2008-12-30 00:00","2009-12-29 00:00"
CA45,Annual,2010,98,100,91,0.032,0.041,0.031,0.371,0.055,0.157,0.676,0.190,-9,5.434,5.097,70962.000,116.607,31,364,"2009-12-29 00:00","2010-12-28 00:00"
CA45,Annual,2011,92,100,92,0.036,0.033,0.016,0.267,0.047,0.152,0.466,0.222,-9,5.394,4.403,46809.500,76.975,24,371,"2010-12-28 00:00","2012-01-03 00:00"
CA45,Annual,2012,92,100,91,0.031,0.040,0.017,0.312,0.031,0.141,0.569,0.171,-9,5.397,4.547,67349.300,113.995,23,364,"2012-01-03 00:00","2013-01-01 00:00"
CA45,Annual,2013,92,100,95,0.055,0.024,0.016,0.163,0.093,0.364,0.298,0.206,-9,5.318,4.676,11769.900,19.075,17,363,"2013-01-01 00:00","2013-12-30 00:00"
CA45,Annual,2014,92,100,97,0.020,0.019,0.012,0.156,0.056,0.152,0.284,0.120,-9,5.428,3.407,61900.800,96.850,23,365,"2013-12-30 00:00","2014-12-30 00:00"
CA45,Annual,2015,87,99,86,0.031,0.044,0.020,0.364,0.060,0.184,0.658,0.197,-9,5.417,5.108,31862.600,56.210,18,368,"2014-12-30 00:00","2015-12-29 00:00"
